main_road,DayNumber,Month,count,unique,average
A1,1,March 2019,209908,5,41982
A1,31,March 2019,138013,5,27603
A1,20,March 2019,197316,5,39463
A1,6,March 2019,192184,5,38437
A1,25,March 2019,193412,5,38682
A1,11,March 2019,188506,5,37701
A1,22,March 2019,214204,5,42841
A1,16,March 2019,151899,5,30380
A1,27,March 2019,199103,5,39821
A1,2,March 2019,161190,5,32238
A1,21,March 2019,192714,5,38543
A1,10,March 2019,132332,5,26466
A1,26,March 2019,193180,5,38636
A1,4,March 2019,187664,5,37533
A1,15,March 2019,203464,5,40693
A1,9,March 2019,162433,5,32487
A1,17,March 2019,135990,5,27198
A1,28,March 2019,192845,5,38569
A1,3,March 2019,136695,5,27339
A1,13,March 2019,194292,5,38858
A1,19,March 2019,192371,5,38474
A1,30,March 2019,166808,5,33362
A1,24,March 2019,138424,5,27685
A1,14,March 2019,196487,5,39297
A1,12,March 2019,184257,5,36851
A1,18,March 2019,187613,5,37523
A1,7,March 2019,201195,5,40239
A1,8,March 2019,210913,5,42183
A1,5,March 2019,192629,5,38526
A1,23,March 2019,165173,5,33035
A1,29,March 2019,210680,5,42136
A11,11,March 2019,181067,8,22633
A11,21,March 2019,180413,8,22552
A11,22,March 2019,201818,8,25227
A11,17,March 2019,150651,8,18831
A11,1,March 2019,190671,8,23834
A11,14,March 2019,176814,8,22102
A11,13,March 2019,171399,8,21425
A11,16,March 2019,138032,8,17254
A11,26,March 2019,172469,8,21559
A11,4,March 2019,174403,8,21800
A11,31,March 2019,171889,8,21486
A11,9,March 2019,142383,8,17798
A11,20,March 2019,173538,8,21692
A11,6,March 2019,168414,8,21052
A11,25,March 2019,183105,8,22888
A11,3,March 2019,140600,8,17575
A11,19,March 2019,171037,8,21380
A11,27,March 2019,170275,8,21284
A11,24,March 2019,158985,8,19873
A11,2,March 2019,144009,8,18001
A11,12,March 2019,165839,8,20730
A11,29,March 2019,208164,8,26020
A11,7,March 2019,173004,8,21626
A11,15,March 2019,195580,8,24448
A11,5,March 2019,157331,8,19666
A11,23,March 2019,151169,8,18896
A11,30,March 2019,168262,8,21033
A11,28,March 2019,179659,8,22457
A11,10,March 2019,145455,8,18182
A11,8,March 2019,195909,8,24489
A11,18,March 2019,179303,8,22413
A12,2,March 2019,91894,4,22974
A12,3,March 2019,73059,4,18265
A12,25,March 2019,107105,4,26776
A12,8,March 2019,116940,4,29235
A12,12,March 2019,102081,4,25520
A12,18,March 2019,105987,4,26497
A12,1,March 2019,113410,4,28352
A12,31,March 2019,90231,4,22558
A12,9,March 2019,92258,4,23064
A12,17,March 2019,82068,4,20517
A12,28,March 2019,110817,4,27704
A12,6,March 2019,104746,4,26186
A12,14,March 2019,104981,4,26245
A12,16,March 2019,87498,4,21874
A12,27,March 2019,104521,4,26130
A12,24,March 2019,87716,4,21929
A12,26,March 2019,106820,4,26705
A12,10,March 2019,74205,4,18551
A12,29,March 2019,118855,4,29714
A12,20,March 2019,107729,4,26932
A12,19,March 2019,104149,4,26037
A12,15,March 2019,116057,4,29014
A12,11,March 2019,106496,4,26624
A12,30,March 2019,101044,4,25261
A12,23,March 2019,92968,4,23242
A12,5,March 2019,106342,4,26586
A12,21,March 2019,110269,4,27567
A12,22,March 2019,116884,4,29221
A12,4,March 2019,104442,4,26110
A12,7,March 2019,107421,4,26855
A12,13,March 2019,85066,4,21266
A14,6,March 2019,2948432,125,23587
A14,16,March 2019,2037064,125,16297
A14,10,March 2019,1852618,125,14821
A14,1,March 2019,3078887,125,24631
A14,29,March 2019,3319169,125,26553
A14,8,March 2019,3145214,125,25162
A14,9,March 2019,2172286,125,17378
A14,17,March 2019,1963823,125,15711
A14,31,March 2019,2246132,125,17969
A14,28,March 2019,3151893,125,25215
A14,30,March 2019,2449880,125,19599
A14,27,March 2019,2939798,125,23518
A14,20,March 2019,2977555,125,23820
A14,21,March 2019,3060504,125,24484
A14,13,March 2019,2596301,125,20770
A14,22,March 2019,3164687,125,25317
A14,19,March 2019,2955556,125,23644
A14,4,March 2019,2896897,125,23175
A14,12,March 2019,2855252,125,22842
A14,2,March 2019,2095164,125,16761
A14,11,March 2019,2968082,125,23745
A14,26,March 2019,3019677,125,24157
A14,14,March 2019,2936252,125,23490
A14,15,March 2019,3136490,125,25092
A14,5,March 2019,2962355,125,23699
A14,23,March 2019,2219939,125,17760
A14,24,March 2019,2091178,125,16729
A14,25,March 2019,2952387,125,23619
A14,3,March 2019,1790079,125,14321
A14,7,March 2019,3015419,125,24123
A14,18,March 2019,2932573,125,23461
A14M,17,March 2019,18245,3,6082
A14M,16,March 2019,18560,3,6187
A14M,28,March 2019,55160,3,18387
A14M,20,March 2019,25348,3,8449
A14M,29,March 2019,57968,3,19323
A14M,13,March 2019,25960,3,8653
A14M,27,March 2019,52275,3,17425
A14M,30,March 2019,40536,3,13512
A14M,12,March 2019,27489,3,9163
A14M,1,March 2019,32027,3,10676
A14M,11,March 2019,27581,3,9194
A14M,10,March 2019,18833,3,6278
A14M,19,March 2019,24806,3,8269
A14M,26,March 2019,49880,3,16627
A14M,2,March 2019,25468,3,8489
A14M,9,March 2019,20376,3,6792
A14M,23,March 2019,44313,3,14771
A14M,15,March 2019,28183,3,9394
A14M,31,March 2019,40234,3,13411
A14M,3,March 2019,23196,3,7732
A14M,22,March 2019,56864,3,18955
A14M,14,March 2019,26146,3,8715
A14M,24,March 2019,46118,3,15373
A14M,8,March 2019,30868,3,10289
A14M,7,March 2019,29646,3,9882
A14M,18,March 2019,23767,3,7922
A14M,4,March 2019,25712,3,8571
A14M,25,March 2019,50566,3,16855
A14M,6,March 2019,28578,3,9526
A14M,21,March 2019,31881,3,10627
A14M,5,March 2019,27512,3,9171
A168,12,March 2019,148468,9,16496
A168,30,March 2019,127800,9,14200
A168,29,March 2019,173700,9,19300
A168,23,March 2019,111944,9,12438
A168,28,March 2019,157683,9,17520
A168,8,March 2019,160603,9,17845
A168,24,March 2019,126689,9,14077
A168,22,March 2019,169835,9,18871
A168,27,March 2019,150894,9,16766
A168,10,March 2019,109750,9,12194
A168,31,March 2019,135512,9,15057
A168,5,March 2019,142054,9,15784
A168,1,March 2019,161702,9,17967
A168,15,March 2019,176314,9,19590
A168,9,March 2019,103582,9,11509
A168,7,March 2019,148669,9,16519
A168,6,March 2019,138831,9,15426
A168,11,March 2019,158542,9,17616
A168,21,March 2019,155885,9,17321
A168,16,March 2019,98122,9,10902
A168,18,March 2019,156276,9,17364
A168,4,March 2019,152585,9,16954
A168,3,March 2019,109756,9,12195
A168,13,March 2019,144606,9,16067
A168,25,March 2019,157734,9,17526
A168,20,March 2019,151840,9,16871
A168,14,March 2019,153002,9,17000
A168,19,March 2019,147231,9,16359
A168,26,March 2019,149346,9,16594
A168,2,March 2019,106884,9,11876
A168,17,March 2019,116301,9,12922
A194M,30,March 2019,28959,3,9653
A194M,1,March 2019,39266,3,13089
A194M,10,March 2019,22615,3,7538
A194M,8,March 2019,40099,3,13366
A194M,28,March 2019,38983,3,12994
A194M,16,March 2019,24009,3,8003
A194M,5,March 2019,36546,3,12182
A194M,7,March 2019,38147,3,12716
A194M,22,March 2019,38485,3,12828
A194M,13,March 2019,37473,3,12491
A194M,19,March 2019,36758,3,12253
A194M,25,March 2019,34947,3,11649
A194M,4,March 2019,35378,3,11793
A194M,12,March 2019,37628,3,12543
A194M,27,March 2019,38568,3,12856
A194M,31,March 2019,26031,3,8677
A194M,24,March 2019,25138,3,8379
A194M,14,March 2019,37148,3,12383
A194M,29,March 2019,41471,3,13824
A194M,9,March 2019,27694,3,9231
A194M,26,March 2019,36833,3,12278
A194M,18,March 2019,36086,3,12029
A194M,15,March 2019,35914,3,11971
A194M,11,March 2019,35473,3,11824
A194M,17,March 2019,23302,3,7767
A194M,6,March 2019,37116,3,12372
A194M,20,March 2019,38364,3,12788
A194M,2,March 2019,28211,3,9404
A194M,23,March 2019,28567,3,9522
A194M,21,March 2019,38293,3,12764
A194M,3,March 2019,23767,3,7922
A1M,25,March 2019,9043386,264,34255
A1M,27,March 2019,8943894,264,33878
A1M,6,March 2019,8175178,264,30967
A1M,24,March 2019,7204314,264,27289
A1M,18,March 2019,8891613,264,33680
A1M,30,March 2019,7256490,264,27487
A1M,28,March 2019,9171217,264,34739
A1M,31,March 2019,7899455,264,29922
A1M,17,March 2019,6707756,264,25408
A1M,29,March 2019,10231917,264,38757
A1M,22,March 2019,9952252,264,37698
A1M,5,March 2019,8390972,264,31784
A1M,3,March 2019,6507582,264,24650
A1M,11,March 2019,8867143,264,33588
A1M,10,March 2019,6521597,264,24703
A1M,7,March 2019,8837222,264,33474
A1M,26,March 2019,8646498,264,32752
A1M,2,March 2019,6141987,264,23265
A1M,9,March 2019,6117938,264,23174
A1M,15,March 2019,9189772,264,34810
A1M,4,March 2019,8693895,264,32931
A1M,20,March 2019,8747093,264,33133
A1M,14,March 2019,8818393,264,33403
A1M,13,March 2019,8508495,264,32229
A1M,8,March 2019,9638511,264,36510
A1M,19,March 2019,8568086,264,32455
A1M,16,March 2019,5839637,264,22120
A1M,12,March 2019,8415896,264,31878
A1M,23,March 2019,6494823,264,24602
A1M,21,March 2019,9090963,264,34435
A1M,1,March 2019,9556421,264,36199
A2,24,March 2019,1615483,43,37569
A2,30,March 2019,1844043,43,42885
A2,7,March 2019,2118254,43,49262
A2,26,March 2019,1537085,43,35746
A2,11,March 2019,1965940,43,45720
A2,22,March 2019,2052549,43,47734
A2,12,March 2019,1939988,43,45116
A2,28,March 2019,1992467,43,46336
A2,3,March 2019,1544372,43,35916
A2,9,March 2019,1904178,43,44283
A2,18,March 2019,1892138,43,44003
A2,6,March 2019,2044122,43,47538
A2,5,March 2019,2036549,43,47362
A2,14,March 2019,2002627,43,46573
A2,25,March 2019,1942904,43,45184
A2,10,March 2019,1265156,43,29422
A2,23,March 2019,1797854,43,41811
A2,31,March 2019,1592365,43,37032
A2,2,March 2019,1888989,43,43930
A2,15,March 2019,2073949,43,48231
A2,29,March 2019,2062468,43,47964
A2,19,March 2019,1928978,43,44860
A2,20,March 2019,1984769,43,46157
A2,17,March 2019,1486893,43,34579
A2,13,March 2019,1966872,43,45741
A2,8,March 2019,2168642,43,50434
A2,27,March 2019,1997753,43,46459
A2,21,March 2019,1988001,43,46233
A2,1,March 2019,2121841,43,49345
A2,16,March 2019,1644959,43,38255
A2,4,March 2019,1961265,43,45611
A20,10,March 2019,19284,4,4821
A20,25,March 2019,31177,4,7794
A20,12,March 2019,24208,4,6052
A20,24,March 2019,19981,4,4995
A20,19,March 2019,28151,4,7038
A20,9,March 2019,24473,4,6118
A20,14,March 2019,25740,4,6435
A20,3,March 2019,18152,4,4538
A20,26,March 2019,22350,4,5588
A20,6,March 2019,29375,4,7344
A20,31,March 2019,20853,4,5213
A20,13,March 2019,22583,4,5646
A20,27,March 2019,29110,4,7278
A20,21,March 2019,30154,4,7538
A20,17,March 2019,22313,4,5578
A20,1,March 2019,31993,4,7998
A20,15,March 2019,28503,4,7126
A20,30,March 2019,24674,4,6168
A20,16,March 2019,24062,4,6016
A20,18,March 2019,28166,4,7042
A20,5,March 2019,30401,4,7600
A20,29,March 2019,31577,4,7894
A20,28,March 2019,30456,4,7614
A20,4,March 2019,30289,4,7572
A20,7,March 2019,30255,4,7564
A20,8,March 2019,31843,4,7961
A20,22,March 2019,32049,4,8012
A20,23,March 2019,24269,4,6067
A20,2,March 2019,23946,4,5986
A20,11,March 2019,29345,4,7336
A20,20,March 2019,27740,4,6935
A3,2,March 2019,35466,2,17733
A3,19,March 2019,37624,2,18812
A3,25,March 2019,36797,2,18398
A3,27,March 2019,39134,2,19567
A3,22,March 2019,37405,2,18702
A3,24,March 2019,33912,2,16956
A3,14,March 2019,38390,2,19195
A3,18,March 2019,37098,2,18549
A3,29,March 2019,41389,2,20694
A3,30,March 2019,36789,2,18394
A3,17,March 2019,31829,2,15914
A3,12,March 2019,37047,2,18524
A3,1,March 2019,38811,2,19406
A3,9,March 2019,36595,2,18298
A3,16,March 2019,35042,2,17521
A3,6,March 2019,37667,2,18834
A3,3,March 2019,31348,2,15674
A3,13,March 2019,38351,2,19176
A3,23,March 2019,36754,2,18377
A3,31,March 2019,33625,2,16812
A3,5,March 2019,37257,2,18628
A3,15,March 2019,38909,2,19454
A3,4,March 2019,36406,2,18203
A3,20,March 2019,39187,2,19594
A3,8,March 2019,40382,2,20191
A3,11,March 2019,36894,2,18447
A3,26,March 2019,36997,2,18498
A3,7,March 2019,38868,2,19434
A3,28,March 2019,39132,2,19566
A3,21,March 2019,39010,2,19505
A3,10,March 2019,31179,2,15590
A38,27,March 2019,29720,1,29720
A38,25,March 2019,29448,1,29448
A38,24,March 2019,21620,1,21620
A38,22,March 2019,28168,1,28168
A38,31,March 2019,22361,1,22361
A38,2,March 2019,22421,1,22421
A38,9,March 2019,22116,1,22116
A38,4,March 2019,28305,1,28305
A38,17,March 2019,20317,1,20317
A38,1,March 2019,29936,1,29936
A38,3,March 2019,19751,1,19751
A38,21,March 2019,30056,1,30056
A38,14,March 2019,29160,1,29160
A38,18,March 2019,28997,1,28997
A38,19,March 2019,28992,1,28992
A38,28,March 2019,30135,1,30135
A38,26,March 2019,29156,1,29156
A38,20,March 2019,29364,1,29364
A38,12,March 2019,29292,1,29292
A38,11,March 2019,28636,1,28636
A38,7,March 2019,29378,1,29378
A38,30,March 2019,25421,1,25421
A38,5,March 2019,29030,1,29030
A38,13,March 2019,29381,1,29381
A38,16,March 2019,21287,1,21287
A38,29,March 2019,29430,1,29430
A38,15,March 2019,29658,1,29658
A38,23,March 2019,23194,1,23194
A38,10,March 2019,18835,1,18835
A38,8,March 2019,29823,1,29823
A38,6,March 2019,28696,1,28696
A42,22,March 2019,264794,9,29422
A42,19,March 2019,249354,9,27706
A42,24,March 2019,189199,9,21022
A42,28,March 2019,265767,9,29530
A42,9,March 2019,180731,9,20081
A42,1,March 2019,256516,9,28502
A42,4,March 2019,249171,9,27686
A42,27,March 2019,264909,9,29434
A42,25,March 2019,246623,9,27403
A42,12,March 2019,217014,9,24113
A42,6,March 2019,238597,9,26511
A42,16,March 2019,167077,9,18564
A42,10,March 2019,180104,9,20012
A42,18,March 2019,243467,9,27052
A42,13,March 2019,247683,9,27520
A42,23,March 2019,176109,9,19568
A42,3,March 2019,172367,9,19152
A42,17,March 2019,183014,9,20335
A42,20,March 2019,249031,9,27670
A42,15,March 2019,254968,9,28330
A42,31,March 2019,200134,9,22237
A42,21,March 2019,246937,9,27437
A42,14,March 2019,253406,9,28156
A42,30,March 2019,196575,9,21842
A42,2,March 2019,174192,9,19355
A42,26,March 2019,254752,9,28306
A42,8,March 2019,265354,9,29484
A42,11,March 2019,246399,9,27378
A42,5,March 2019,250221,9,27802
A42,7,March 2019,265632,9,29515
A42,29,March 2019,273219,9,30358
A45,27,March 2019,11257,1,11257
A45,4,March 2019,11106,1,11106
A45,12,March 2019,10915,1,10915
A45,22,March 2019,12376,1,12376
A45,28,March 2019,12037,1,12037
A45,24,March 2019,7955,1,7955
A45,25,March 2019,11329,1,11329
A45,9,March 2019,8650,1,8650
A45,19,March 2019,11349,1,11349
A45,26,March 2019,11580,1,11580
A45,18,March 2019,10896,1,10896
A45,11,March 2019,11287,1,11287
A45,23,March 2019,9001,1,9001
A45,17,March 2019,7594,1,7594
A45,20,March 2019,11978,1,11978
A45,15,March 2019,12105,1,12105
A45,1,March 2019,12217,1,12217
A45,16,March 2019,8146,1,8146
A45,14,March 2019,11492,1,11492
A45,30,March 2019,9715,1,9715
A45,6,March 2019,11478,1,11478
A45,2,March 2019,8873,1,8873
A45,29,March 2019,12702,1,12702
A45,8,March 2019,12037,1,12037
A45,31,March 2019,8276,1,8276
A45,13,March 2019,11630,1,11630
A45,10,March 2019,6858,1,6858
A45,7,March 2019,11715,1,11715
A45,3,March 2019,7214,1,7214
A45,21,March 2019,11741,1,11741
A45,5,March 2019,11284,1,11284
A46,12,March 2019,113695,4,28424
A46,22,March 2019,81789,4,20447
A46,19,March 2019,79202,4,19800
A46,20,March 2019,81102,4,20276
A46,9,March 2019,76604,4,19151
A46,21,March 2019,77712,4,19428
A46,14,March 2019,81502,4,20376
A46,28,March 2019,76830,4,19208
A46,23,March 2019,52918,4,13230
A46,17,March 2019,47817,4,11954
A46,31,March 2019,52457,4,13114
A46,7,March 2019,118770,4,29692
A46,15,March 2019,81460,4,20365
A46,4,March 2019,109809,4,27452
A46,24,March 2019,48904,4,12226
A46,25,March 2019,75223,4,18806
A46,6,March 2019,115662,4,28916
A46,30,March 2019,56429,4,14107
A46,26,March 2019,78221,4,19555
A46,18,March 2019,75539,4,18885
A46,13,March 2019,114947,4,28737
A46,1,March 2019,111009,4,27752
A46,27,March 2019,82193,4,20548
A46,10,March 2019,66562,4,16640
A46,2,March 2019,71888,4,17972
A46,8,March 2019,119726,4,29932
A46,16,March 2019,47908,4,11977
A46,3,March 2019,63404,4,15851
A46,5,March 2019,110441,4,27610
A46,29,March 2019,81834,4,20458
A46,11,March 2019,104829,4,26207
A627M,28,March 2019,192577,9,21397
A627M,22,March 2019,191304,9,21256
A627M,31,March 2019,129447,9,14383
A627M,8,March 2019,160076,9,17786
A627M,4,March 2019,151180,9,16798
A627M,19,March 2019,188814,9,20979
A627M,18,March 2019,156541,9,17393
A627M,20,March 2019,191648,9,21294
A627M,12,March 2019,160468,9,17830
A627M,16,March 2019,113588,9,12621
A627M,17,March 2019,100846,9,11205
A627M,14,March 2019,157114,9,17457
A627M,1,March 2019,156752,9,17417
A627M,13,March 2019,155932,9,17326
A627M,29,March 2019,193962,9,21551
A627M,21,March 2019,192637,9,21404
A627M,7,March 2019,159287,9,17699
A627M,15,March 2019,154093,9,17121
A627M,9,March 2019,117996,9,13111
A627M,2,March 2019,117139,9,13015
A627M,24,March 2019,125091,9,13899
A627M,25,March 2019,185303,9,20589
A627M,27,March 2019,189557,9,21062
A627M,11,March 2019,154886,9,17210
A627M,5,March 2019,159261,9,17696
A627M,10,March 2019,97052,9,10784
A627M,3,March 2019,100332,9,11148
A627M,23,March 2019,144192,9,16021
A627M,6,March 2019,157855,9,17539
A627M,30,March 2019,148458,9,16495
A627M,26,March 2019,187466,9,20830
M1,20,March 2019,27038574,526,51404
M1,22,March 2019,27727928,526,52715
M1,31,March 2019,24057788,526,45737
M1,18,March 2019,26513957,526,50407
M1,7,March 2019,26215927,526,49840
M1,21,March 2019,27731211,526,52721
M1,24,March 2019,22145507,526,42102
M1,17,March 2019,21190856,526,40287
M1,14,March 2019,26806192,526,50962
M1,28,March 2019,28633083,526,54436
M1,4,March 2019,26054475,526,49533
M1,19,March 2019,26618151,526,50605
M1,30,March 2019,24217354,526,46041
M1,12,March 2019,25701486,526,48862
M1,23,March 2019,21649730,526,41159
M1,16,March 2019,20939910,526,39810
M1,26,March 2019,27491932,526,52266
M1,10,March 2019,20748402,526,39446
M1,15,March 2019,27913590,526,53068
M1,2,March 2019,21066371,526,40050
M1,9,March 2019,21080067,526,40076
M1,25,March 2019,26503951,526,50388
M1,13,March 2019,26200660,526,49811
M1,8,March 2019,28439489,526,54067
M1,27,March 2019,27302120,526,51905
M1,3,March 2019,20457182,526,38892
M1,5,March 2019,26372645,526,50138
M1,6,March 2019,25900511,526,49241
M1,29,March 2019,29652635,526,56374
M1,11,March 2019,24644339,526,46852
M1,1,March 2019,28002935,526,53238
M11,12,March 2019,635607,22,28891
M11,14,March 2019,670313,22,30469
M11,18,March 2019,666620,22,30301
M11,13,March 2019,649527,22,29524
M11,17,March 2019,577815,22,26264
M11,31,March 2019,622405,22,28291
M11,15,March 2019,705232,22,32056
M11,9,March 2019,563372,22,25608
M11,22,March 2019,708612,22,32210
M11,8,March 2019,693992,22,31545
M11,28,March 2019,675741,22,30716
M11,16,March 2019,547886,22,24904
M11,29,March 2019,716214,22,32555
M11,23,March 2019,581231,22,26420
M11,21,March 2019,668453,22,30384
M11,19,March 2019,654983,22,29772
M11,4,March 2019,647019,22,29410
M11,30,March 2019,619188,22,28145
M11,7,March 2019,692597,22,31482
M11,24,March 2019,592271,22,26921
M11,27,March 2019,628270,22,28558
M11,2,March 2019,562631,22,25574
M11,26,March 2019,640121,22,29096
M11,10,March 2019,576433,22,26202
M11,25,March 2019,664810,22,30219
M11,20,March 2019,606805,22,27582
M11,3,March 2019,550625,22,25028
M11,11,March 2019,677869,22,30812
M11,5,March 2019,646010,22,29364
M11,6,March 2019,654570,22,29753
M11,1,March 2019,708555,22,32207
M18,31,March 2019,205962,6,34327
M18,13,March 2019,276363,6,46060
M18,9,March 2019,197683,6,32947
M18,16,March 2019,188145,6,31358
M18,17,March 2019,181427,6,30238
M18,26,March 2019,278181,6,46364
M18,21,March 2019,294088,6,49015
M18,4,March 2019,266550,6,44425
M18,28,March 2019,294645,6,49108
M18,18,March 2019,273696,6,45616
M18,29,March 2019,312219,6,52036
M18,12,March 2019,266612,6,44435
M18,3,March 2019,175515,6,29252
M18,10,March 2019,176162,6,29360
M18,27,March 2019,286818,6,47803
M18,8,March 2019,297039,6,49506
M18,20,March 2019,283010,6,47168
M18,15,March 2019,295625,6,49271
M18,2,March 2019,200913,6,33486
M18,6,March 2019,274772,6,45795
M18,7,March 2019,282965,6,47161
M18,11,March 2019,266978,6,44496
M18,25,March 2019,273245,6,45541
M18,5,March 2019,271742,6,45290
M18,19,March 2019,273809,6,45635
M18,23,March 2019,200908,6,33485
M18,22,March 2019,259937,6,43323
M18,1,March 2019,300498,6,50083
M18,30,March 2019,213925,6,35654
M18,14,March 2019,284205,6,47368
M18,24,March 2019,192295,6,32049
M2,9,March 2019,469822,25,18793
M2,18,March 2019,583073,25,23323
M2,16,March 2019,365308,25,14612
M2,31,March 2019,526909,25,21076
M2,2,March 2019,514193,25,20568
M2,8,March 2019,570574,25,22823
M2,17,March 2019,331782,25,13271
M2,13,March 2019,529930,25,21197
M2,20,March 2019,629424,25,25177
M2,5,March 2019,572292,25,22892
M2,28,March 2019,665418,25,26617
M2,12,March 2019,510170,25,20407
M2,4,March 2019,549210,25,21968
M2,11,March 2019,512171,25,20487
M2,3,March 2019,425718,25,17029
M2,27,March 2019,663654,25,26546
M2,19,March 2019,636689,25,25468
M2,23,March 2019,504844,25,20194
M2,21,March 2019,632274,25,25291
M2,10,March 2019,364789,25,14592
M2,30,March 2019,598667,25,23947
M2,22,March 2019,594756,25,23790
M2,14,March 2019,558715,25,22349
M2,15,March 2019,559566,25,22383
M2,26,March 2019,456056,25,18242
M2,29,March 2019,696340,25,27854
M2,7,March 2019,538321,25,21533
M2,6,March 2019,595687,25,23827
M2,1,March 2019,630617,25,25225
M2,24,March 2019,510292,25,20412
M2,25,March 2019,576134,25,23045
M20,17,March 2019,374802,48,7808
M20,12,March 2019,625581,48,13033
M20,19,March 2019,595397,48,12404
M20,16,March 2019,394951,48,8228
M20,13,March 2019,643387,48,13404
M20,21,March 2019,626323,48,13048
M20,9,March 2019,586476,48,12218
M20,28,March 2019,581513,48,12115
M20,23,March 2019,487690,48,10160
M20,31,March 2019,401199,48,8358
M20,11,March 2019,556210,48,11588
M20,27,March 2019,570787,48,11891
M20,8,March 2019,749937,48,15624
M20,18,March 2019,532243,48,11088
M20,24,March 2019,431374,48,8987
M20,2,March 2019,587481,48,12239
M20,26,March 2019,461163,48,9608
M20,7,March 2019,731555,48,15241
M20,4,March 2019,715311,48,14902
M20,15,March 2019,555243,48,11568
M20,20,March 2019,622756,48,12974
M20,22,March 2019,646455,48,13468
M20,14,March 2019,499132,48,10399
M20,6,March 2019,732606,48,15263
M20,3,March 2019,476710,48,9931
M20,30,March 2019,478035,48,9959
M20,29,March 2019,598510,48,12469
M20,25,March 2019,579524,48,12073
M20,5,March 2019,726191,48,15129
M20,10,March 2019,504473,48,10510
M20,1,March 2019,775908,48,16165
M23,8,March 2019,3794,1,3794
M23,27,March 2019,3988,1,3988
M23,26,March 2019,4070,1,4070
M23,12,March 2019,3494,1,3494
M23,7,March 2019,3151,1,3151
M23,11,March 2019,3461,1,3461
M23,28,March 2019,3884,1,3884
M23,22,March 2019,4629,1,4629
M23,25,March 2019,3677,1,3677
M23,18,March 2019,4009,1,4009
M23,19,March 2019,3983,1,3983
M23,16,March 2019,2998,1,2998
M23,13,March 2019,3662,1,3662
M23,17,March 2019,2776,1,2776
M23,9,March 2019,3127,1,3127
M23,4,March 2019,3453,1,3453
M23,23,March 2019,3555,1,3555
M23,3,March 2019,2494,1,2494
M23,14,March 2019,3644,1,3644
M23,6,March 2019,3622,1,3622
M23,1,March 2019,3719,1,3719
M23,2,March 2019,3105,1,3105
M23,21,March 2019,4448,1,4448
M23,31,March 2019,2854,1,2854
M23,10,March 2019,2528,1,2528
M23,29,March 2019,3841,1,3841
M23,5,March 2019,3552,1,3552
M23,24,March 2019,2821,1,2821
M23,20,March 2019,3888,1,3888
M23,15,March 2019,3760,1,3760
M23,30,March 2019,3235,1,3235
M25,18,March 2019,33290614,627,53095
M25,19,March 2019,33867374,627,54015
M25,7,March 2019,36280767,627,57864
M25,23,March 2019,31242278,627,49828
M25,8,March 2019,37753940,627,60214
M25,11,March 2019,34942072,627,55729
M25,6,March 2019,36121802,627,57611
M25,22,March 2019,35649643,627,56857
M25,21,March 2019,35352245,627,56383
M25,24,March 2019,31047532,627,49518
M25,13,March 2019,33937613,627,54127
M25,9,March 2019,30626702,627,48846
M25,3,March 2019,29308770,627,46744
M25,17,March 2019,29536559,627,47108
M25,25,March 2019,34389081,627,54847
M25,30,March 2019,31837419,627,50777
M25,26,March 2019,33823966,627,53946
M25,15,March 2019,35040548,627,55886
M25,2,March 2019,31554074,627,50325
M25,31,March 2019,31376774,627,50043
M25,1,March 2019,36997021,627,59006
M25,27,March 2019,32289401,627,51498
M25,16,March 2019,29155332,627,46500
M25,28,March 2019,35875133,627,57217
M25,20,March 2019,35019565,627,55853
M25,4,March 2019,35301992,627,56303
M25,10,March 2019,28792793,627,45922
M25,5,March 2019,35791130,627,57083
M25,14,March 2019,34232210,627,54597
M25,29,March 2019,34908148,627,55675
M25,12,March 2019,32225539,627,51396
M26,18,March 2019,9012,1,9012
M26,7,March 2019,5026,1,5026
M26,28,March 2019,9886,1,9886
M26,8,March 2019,10007,1,10007
M26,25,March 2019,9082,1,9082
M26,21,March 2019,9586,1,9586
M26,9,March 2019,8502,1,8502
M26,4,March 2019,9099,1,9099
M26,10,March 2019,8400,1,8400
M26,23,March 2019,8743,1,8743
M26,24,March 2019,8690,1,8690
M26,22,March 2019,10169,1,10169
M26,6,March 2019,8983,1,8983
M26,3,March 2019,7474,1,7474
M26,2,March 2019,8383,1,8383
M26,20,March 2019,9372,1,9372
M26,19,March 2019,9134,1,9134
M26,27,March 2019,9525,1,9525
M26,15,March 2019,10190,1,10190
M26,16,March 2019,8168,1,8168
M26,13,March 2019,9428,1,9428
M26,31,March 2019,9153,1,9153
M26,11,March 2019,8905,1,8905
M26,5,March 2019,8735,1,8735
M26,12,March 2019,8744,1,8744
M26,30,March 2019,9264,1,9264
M26,1,March 2019,10030,1,10030
M26,14,March 2019,9921,1,9921
M26,17,March 2019,8237,1,8237
M26,26,March 2019,9151,1,9151
M26,29,March 2019,10759,1,10759
M27,22,March 2019,1018992,24,42458
M27,6,March 2019,916627,24,38193
M27,21,March 2019,1023356,24,42640
M27,3,March 2019,642686,24,26779
M27,20,March 2019,1008482,24,42020
M27,2,March 2019,721274,24,30053
M27,28,March 2019,820332,24,34180
M27,7,March 2019,945494,24,39396
M27,18,March 2019,990460,24,41269
M27,31,March 2019,750911,24,31288
M27,9,March 2019,761509,24,31730
M27,13,March 2019,988038,24,41168
M27,17,March 2019,627963,24,26165
M27,8,March 2019,976542,24,40689
M27,27,March 2019,899964,24,37498
M27,16,March 2019,727285,24,30304
M27,5,March 2019,901116,24,37546
